Cliente/Conta,Status atual,Usa portal?,Precisa de historico?,Recorte sugerido,O que migrar,O que recriar manualmente,O que arquivar fora,Decisao final,Prioridade,Observacoes
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
